"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8939","Чекбоксы on/off - сохранить изменения ","finalsurge","2026-07-22","passed","2026-07-22","tests.UserProfileTest","thread1","tests.UserProfileTest","checkCalendarSyncChange"
"","3081","Календарь показывается, дни корректно распределены по сетке","finalsurge","2026-07-22","passed","2026-07-22","tests.CalendarTest","thread1","tests.CalendarTest","checkCalendarExistence"
"","4384","Создаётся копия тренировки с теми же параметрами","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCopyWorkout"
"","2656","В ячейках дней с тренировками отображается  метка типа активности","finalsurge","2026-07-22","passed","2026-07-22","tests.CalendarTest","thread1","tests.CalendarTest","checkActivityLabelExistence"
"","7195","Виджет показывает 6 строк для 6 недель","finalsurge","2026-07-22","passed","2026-07-22","tests.DashboardTest","thread2","tests.DashboardTest","checkSixWeeksWidget"
"","16551","Выбор языка типа тренировки","finalsurge","2026-07-22","passed","2026-07-22","tests.UserProfileTest","thread1","tests.UserProfileTest","checkSettingsLanguageChange"
"","6154","Дропдаун работает и ведёт на соответствующую страницу","finalsurge","2026-07-22","passed","2026-07-22","tests.DashboardTest","thread2","tests.DashboardTest","checkDropdownsOnPAge"
"","3587","Появляется диалог подтверждения; после Cancel тренировка не удаляется","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCancelDeleteWorkout"
"","6126","Поля Weight, Resting HR, Sleep Hours и др. заполняются и сохраняются ","finalsurge","2026-07-22","passed","2026-07-22","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkAddVital"
"","2544","Ссылка sign in. Проверка перехода на страницу регистрации","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkRegistration"
"","8676","Чекбоксы вкл/выкл сохраняются, настройки применяются ","finalsurge","2026-07-22","passed","2026-07-22","tests.UserProfileTest","thread1","tests.UserProfileTest","checkNotification"
"","4008","Проверка отображения страницы","finalsurge","2026-07-22","passed","2026-07-22","tests.CustomerSupportTest","thread2","tests.CustomerSupportTest","checkCustomerSupportPage"
"","3175","При выборе типа активности отображаются тренировки этого типа","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkfilterWorkoutOnActivity"
"","3806","Отображается сообщение об успешной отправке фидбека","finalsurge","2026-07-22","passed","2026-07-22","tests.FeedBackTest","thread2","tests.FeedBackTest","checkSendFeedBack"
"","3782","Нет бокового календаря ","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCancelButton"
"","2537","Редирект на Can/t sign in: запросить email","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkRequestNewPassword"
"","5379","Разные типы активности (Run, Bike, Swim, Custom) отображаются разными цветами","finalsurge","2026-07-22","passed","2026-07-22","tests.CalendarTest","thread1","tests.CalendarTest","checkActivityColors"
"","6668","После изменения полей и сохранения данные обновляются","finalsurge","2026-07-22","failed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkUpdateWorkout"
"","3227","Поля Distance, Duration, Pace заполняются и сохраняются корректно","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkIntervalExistence"
"","2965","Доступны типы: Run, Bike, Swim, Custom. Выбранный тип отображается в форме","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkActivityTypeExistence"
"","7760","рафик отображает динамику Resting HR по дням ","finalsurge","2026-07-22","passed","2026-07-22","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkRestingHRChange"
"","2277","Проверка валидации некорректного email","finalsurge","2026-07-22","passed","2026-07-22","tests.RegisterTest","thread1","tests.RegisterTest","checkValidMessageForEmailForRegistration"
"","1640","Проверка валидации пустых полей","finalsurge","2026-07-22","passed","2026-07-22","tests.RegisterTest","thread1","tests.RegisterTest","checkValidMessagesForEmptyRegistration"
