"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12925","рафик отображает динамику Resting HR по дням ","finalsurge","2026-07-21","failed","2026-07-21","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkRestingHRChange"
"","12219","Каждый пункт меню ведёт на соответствующую страницу (Calendar, Workouts, Reports и т.д.)","finalsurge","2026-07-21","failed","2026-07-21","tests.DashboardTest","thread2","tests.DashboardTest","checkClickNavMenu"
"","18611","График показывает длительность тренировок по месяцам / неделям","finalsurge","2026-07-21","failed","2026-07-21","tests.WorkoutReportTest","thread2","tests.WorkoutReportTest","checkReportForActivityButton"
"","15063","Виджет показывает 6 строк для 6 недель","finalsurge","2026-07-21","failed","2026-07-21","tests.DashboardTest","thread2","tests.DashboardTest","checkSixWeeksWidget"
"","4843","При нажатии стрелки месяц корректно переключается назад ","finalsurge","2026-07-21","failed","2026-07-21","tests.CalendarTest","thread1","tests.CalendarTest","checkCalendarMonthNavigationToTheLeft"
"","9375","Поле   принимает  текст, сохраняется ","finalsurge","2026-07-21","passed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCreateWorkout"
"","4900","Доступны типы: Run, Bike, Swim, Custom. Выбранный тип отображается в форме","finalsurge","2026-07-21","passed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkActivityTypeExistence"
"","5777","Страница Default: отображается блок Training Volume","finalsurge","2026-07-21","failed","2026-07-21","tests.DashboardTest","thread2","tests.DashboardTest","checkMainLogo"
"","20098","График отображает динамику веса по дням","finalsurge","2026-07-21","failed","2026-07-21","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkWeightChange"
"","2981","Появляется форма быстрого добавления тренировки на выбранную дату","finalsurge","2026-07-21","failed","2026-07-21","tests.CalendarTest","thread1","tests.CalendarTest","checkEmptyCalendarCell"
"","12395","Дата выбирается через календарь ","finalsurge","2026-07-21","failed","2026-07-21","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkSelectDate"
"","11565","Настройки видимости профиля сохраняются","finalsurge","2026-07-21","passed","2026-07-21","tests.UserProfileTest","thread1","tests.UserProfileTest","checkPrivacy"
"","3953","Авторизация с невалидным полем login. Ошибка входа: email без @","finalsurge","2026-07-21","passed","2026-07-21","tests.LoginTest","thread1","tests.LoginTest","checkLoginWithUnvalidLogin"
"","1562","Авторизация с пустым полем login. Ошибка входа: пустое поле Email","finalsurge","2026-07-21","passed","2026-07-21","tests.LoginTest","thread1","tests.LoginTest","checkLoginWithEmptyLogin"
"","2872","Календарь показывает месяц и год","finalsurge","2026-07-21","failed","2026-07-21","tests.CalendarTest","thread1","tests.CalendarTest","checkCalendarActualMonthExistence"
"","3058","Успешная регистрация в системе","finalsurge","2026-07-21","passed","2026-07-21","tests.RegisterTest","thread1","tests.RegisterTest","checkSuccessfullRegistration"
"","4152","Нет бокового календаря ","finalsurge","2026-07-21","passed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCancelButton"
"","3804","В ячейках дней с тренировками отображается  метка типа активности","finalsurge","2026-07-21","failed","2026-07-21","tests.CalendarTest","thread1","tests.CalendarTest","checkActivityLabelExistence"
"","10860","После подтверждения запись отредактирована","finalsurge","2026-07-21","passed","2026-07-21","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkEdditVital"
"","12742","Страница TeamForum: красное инфосообщение на странице об органичении доступа","finalsurge","2026-07-21","failed","2026-07-21","tests.DashboardTest","thread2","tests.DashboardTest","checkMessageBoardPage"
"","20065","Чекбоксы вкл/выкл сохраняются, настройки применяются ","finalsurge","2026-07-21","passed","2026-07-21","tests.UserProfileTest","thread1","tests.UserProfileTest","checkNotification"
"","13308","Отображается страница фидбека и текст Provide Feedback","finalsurge","2026-07-21","failed","2026-07-21","tests.FeedBackTest","thread2","tests.FeedBackTest","checkFeedBackPage"
"","10328","Создаётся копия тренировки с теми же параметрами","finalsurge","2026-07-21","passed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCopyWorkout"
"","4979","При нажатии стрелки месяц корректно переключается вперед","finalsurge","2026-07-21","failed","2026-07-21","tests.CalendarTest","thread1","tests.CalendarTest","checkCalendarMonthNavigationToTheRight"
"","3728","Открывается модальное окно или страница с деталями тренировки","finalsurge","2026-07-21","failed","2026-07-21","tests.CalendarTest","thread1","tests.CalendarTest","checkFullCalendarCell"
"","4235","Чекбокс Remember me: отображается, не прожат. После клика прожат","finalsurge","2026-07-21","passed","2026-07-21","tests.LoginTest","thread1","tests.LoginTest","loginWithRememberMeCheckbox"
"","10712","Проверка перехода на страницу логина","finalsurge","2026-07-21","passed","2026-07-21","tests.RegisterTest","thread1","tests.RegisterTest","checkLoginLink"
"","1702","Ссылка sign in. Проверка перехода на страницу регистрации","finalsurge","2026-07-21","passed","2026-07-21","tests.LoginTest","thread1","tests.LoginTest","checkRegistration"
"","2232","Проверка валидации слабого пароля","finalsurge","2026-07-21","passed","2026-07-21","tests.RegisterTest","thread1","tests.RegisterTest","checkValidMessageForWeakPassword"
"","15013","При выборе типа активности отображаются тренировки этого типа","finalsurge","2026-07-21","failed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkfilterWorkoutOnActivity"
"","15576","Отображаются: имя, email, фото профиля","finalsurge","2026-07-21","failed","2026-07-21","tests.UserProfileTest","thread1","tests.UserProfileTest","checkUserPrifilePage"
"","2182","Календарь показывается, дни корректно распределены по сетке","finalsurge","2026-07-21","failed","2026-07-21","tests.CalendarTest","thread1","tests.CalendarTest","checkCalendarExistence"
"","4729","Разные типы активности (Run, Bike, Swim, Custom) отображаются разными цветами","finalsurge","2026-07-21","failed","2026-07-21","tests.CalendarTest","thread1","tests.CalendarTest","checkActivityColors"
"","15526","Отображается сообщение об успешной отправке фидбека","finalsurge","2026-07-21","failed","2026-07-21","tests.FeedBackTest","thread2","tests.FeedBackTest","checkSendFeedBack"
"","5573","Появляется диалог подтверждения; после Cancel тренировка не удаляется","finalsurge","2026-07-21","passed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCancelDeleteWorkout"
"","10025","Календарь выбора даты открывается, дата устанавливается корректно","finalsurge","2026-07-21","failed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCalendarActualMonthExistence"
"","6337","Успешный вход с валидными email и паролем","finalsurge","2026-07-21","passed","2026-07-21","tests.LoginTest","thread1","tests.LoginTest","checkSuccessfullLogin"
"","4940","Появляется диалог подтверждения; после подтверждения тренировка удаляется из списка","finalsurge","2026-07-21","passed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkDeleteWorkout"
"","14036","После выбора файла изображение отображается в профиле","finalsurge","2026-07-21","passed","2026-07-21","tests.UserProfileTest","thread1","tests.UserProfileTest","checkAvatarUploaded"
"","13488","Поля Weight, Resting HR, Sleep Hours и др. заполняются и сохраняются ","finalsurge","2026-07-21","failed","2026-07-21","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkAddVital"
"","13506","После сохранения новое имя отображается в профиле и шапке сайта","finalsurge","2026-07-21","passed","2026-07-21","tests.UserProfileTest","thread1","tests.UserProfileTest","checkEditNameSurname"
"","14381","При выборе типа активности данные на графиках и в таблице фильтруются","finalsurge","2026-07-21","failed","2026-07-21","tests.WorkoutReportTest","thread2","tests.WorkoutReportTest","checkReportForActivity"
"","1441","Авторизация с password, которого нет в системе. Сообщение об ошибке: `""Invalid login credentials. Please try again.""`","finalsurge","2026-07-21","passed","2026-07-21","tests.LoginTest","thread1","tests.LoginTest","checkUnregisteredPassword"
"","4510","Отображается сообщение об ошибке `""*Please select a valid Activity Type.""`","finalsurge","2026-07-21","failed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkEmptyNameWorkout"
"","5504","Переход на страницу с ссылками на часы ","finalsurge","2026-07-21","failed","2026-07-21","tests.DashboardTest","thread2","tests.DashboardTest","checkGarminButton"
"","5190","Открывается редактируемое окно     Workout Comment","finalsurge","2026-07-21","failed","2026-07-21","tests.WorkoutReportTest","thread2","tests.WorkoutReportTest","checkReportComment"
"","11253","Выбор языка типа тренировки","finalsurge","2026-07-21","passed","2026-07-21","tests.UserProfileTest","thread1","tests.UserProfileTest","checkSettingsLanguageChange"
"","10691","Авторизация с пустыми полями login и password. Ошибка входа: пустое поле Email. Ошибка входа: пустое поле Password ","finalsurge","2026-07-21","passed","2026-07-21","tests.LoginTest","thread1","tests.LoginTest","checkLoginWithEmptyFields"
"","25043","Чекбоксы on/off - сохранить изменения ","finalsurge","2026-07-21","failed","2026-07-21","tests.UserProfileTest","thread1","tests.UserProfileTest","checkCalendarSyncChange"
"","2406","Успешный переход на страницу дашборда","finalsurge","2026-07-21","failed","2026-07-21","tests.DashboardTest","thread2","tests.DashboardTest","openDashboardPage"
"","3842","Поля Title и Description принимают текст, сохраняются после создания","finalsurge","2026-07-21","passed","2026-07-21","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkTtitleDescriptionExistence"
"","21123","Виджет показывает неделю и уменьшенный календарь","finalsurge","2026-07-21","failed","2026-07-21","tests.DashboardTest","thread2","tests.DashboardTest","checkWeeklySummary"
"","2513","Авторизация с email, которого нет в системе. Сообщение об ошибке: `""Invalid login credentials. Please try again.""`","finalsurge","2026-07-21","passed","2026-07-21","tests.LoginTest","thread1","tests.LoginTest","checkUnregisteredLogin"
"","2304","Проверка валидации пустых полей","finalsurge","2026-07-21","passed","2026-07-21","tests.RegisterTest","thread1","tests.RegisterTest","checkValidMessagesForEmptyRegistration"
"","4756","При выборе даты данные на графиках и в таблице фильтруются по неделе","finalsurge","2026-07-21","failed","2026-07-21","tests.WorkoutReportTest","thread2","tests.WorkoutReportTest","checkReportForWeek"
