"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4929","Разные типы активности (Run, Bike, Swim, Custom) отображаются разными цветами","finalsurge","2026-07-25","passed","2026-07-25","tests.CalendarTest","thread1","tests.CalendarTest","checkActivityColors"
"","15878","Появляется диалог подтверждения; после подтверждения тренировка удаляется из списка","finalsurge","2026-07-25","passed","2026-07-25","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkDeleteWorkout"
"","7883","При выборе типа активности отображаются тренировки этого типа","finalsurge","2026-07-25","passed","2026-07-25","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkfilterWorkoutOnActivity"
"","5752","Календарь показывает месяц и год","finalsurge","2026-07-25","passed","2026-07-25","tests.CalendarTest","thread1","tests.CalendarTest","checkCalendarActualMonthExistence"
"","10110","Нет бокового календаря ","finalsurge","2026-07-25","passed","2026-07-25","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCancelButton"
"","4457","Авторизация с пустым полем login. Ошибка входа: пустое поле Email","finalsurge","2026-07-25","passed","2026-07-25","tests.LoginTest","thread1","tests.LoginTest","checkLoginWithEmptyLogin"
"","6355","График отображает динамику веса по дням","finalsurge","2026-07-25","passed","2026-07-25","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkWeightChange"
"","20585","Авторизация с пустыми полями login и password. Ошибка входа: пустое поле Email. Ошибка входа: пустое поле Password ","finalsurge","2026-07-25","passed","2026-07-25","tests.LoginTest","thread1","tests.LoginTest","checkLoginWithEmptyFields"
"","15710","Дропдаун работает и ведёт на соответствующую страницу","finalsurge","2026-07-25","passed","2026-07-25","tests.DashboardTest","thread2","tests.DashboardTest","checkDropdownsOnPAge"
"","18308","рафик отображает динамику Resting HR по дням ","finalsurge","2026-07-25","passed","2026-07-25","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkRestingHRChange"
