"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8184","Отображается сообщение об ошибке `""*Please select a valid Activity Type.""`","finalsurge","2026-07-22","failed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkEmptyNameWorkout"
"","6292","При нажатии стрелки месяц корректно переключается вперед","finalsurge","2026-07-22","passed","2026-07-22","tests.CalendarTest","thread1","tests.CalendarTest","checkCalendarMonthNavigationToTheRight"
"","1139","Проверка валидации пустых полей","finalsurge","2026-07-22","passed","2026-07-22","tests.RegisterTest","thread1","tests.RegisterTest","checkValidMessagesForEmptyRegistration"
"","3283","Разлогин: успешный логаут. Редирект на Account Login, отображается страница логина","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkSuccessfullLogout"
"","6692","При нажатии стрелки месяц корректно переключается назад ","finalsurge","2026-07-22","passed","2026-07-22","tests.CalendarTest","thread1","tests.CalendarTest","checkCalendarMonthNavigationToTheLeft"
"","9973","После сохранения новое имя отображается в профиле и шапке сайта","finalsurge","2026-07-22","passed","2026-07-22","tests.UserProfileTest","thread1","tests.UserProfileTest","checkEditNameSurname"
"","3604","Успешный вход с валидными email и паролем","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkSuccessfullLogin"
"","1886","Проверка валидации слабого пароля","finalsurge","2026-07-22","passed","2026-07-22","tests.RegisterTest","thread1","tests.RegisterTest","checkValidMessageForWeakPassword"
"","17205","Настройки видимости профиля сохраняются","finalsurge","2026-07-22","passed","2026-07-22","tests.UserProfileTest","thread1","tests.UserProfileTest","checkPrivacy"
"","3145","Проверка отображения страницы","finalsurge","2026-07-22","passed","2026-07-22","tests.CustomerSupportTest","thread2","tests.CustomerSupportTest","checkCustomerSupportPage"
"","17446","Чекбоксы on/off - сохранить изменения ","finalsurge","2026-07-22","failed","2026-07-22","tests.UserProfileTest","thread1","tests.UserProfileTest","checkCalendarSyncChange"
"","4227","График отображает динамику веса по дням","finalsurge","2026-07-22","passed","2026-07-22","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkWeightChange"
"","5123","Поля Distance, Duration, Pace заполняются и сохраняются корректно","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkIntervalExistence"
"","1092","Авторизация с email, которого нет в системе. Сообщение об ошибке: `""Invalid login credentials. Please try again.""`","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkUnregisteredLogin"
"","4735","Поля Weight, Resting HR, Sleep Hours и др. заполняются и сохраняются ","finalsurge","2026-07-22","passed","2026-07-22","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkAddVital"
"","4385","рафик отображает динамику Resting HR по дням ","finalsurge","2026-07-22","passed","2026-07-22","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkRestingHRChange"
"","8641","Появляется диалог подтверждения; после подтверждения тренировка удаляется из списка","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkDeleteWorkout"
"","2042","Редирект на Can/t sign in: запросить email","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkRequestNewPassword"
"","3401","Страница TeamForum: красное инфосообщение на странице об органичении доступа","finalsurge","2026-07-22","failed","2026-07-22","tests.DashboardTest","thread2","tests.DashboardTest","checkMessageBoardPage"
"","3049","Переход на страницу с ссылками на часы ","finalsurge","2026-07-22","passed","2026-07-22","tests.DashboardTest","thread2","tests.DashboardTest","checkGarminButton"
"","13007","Дата выбирается через календарь ","finalsurge","2026-07-22","failed","2026-07-22","tests.DailyVitalsTest","thread2","tests.DailyVitalsTest","checkSelectDate"
"","3880","Виджет показывает 6 строк для 6 недель","finalsurge","2026-07-22","passed","2026-07-22","tests.DashboardTest","thread2","tests.DashboardTest","checkSixWeeksWidget"
"","16023","Проверка перехода на страницу логина","finalsurge","2026-07-22","passed","2026-07-22","tests.RegisterTest","thread1","tests.RegisterTest","checkLoginLink"
"","8169","Выбор типа тренировки","finalsurge","2026-07-22","passed","2026-07-22","tests.UserProfileTest","thread1","tests.UserProfileTest","checkSettingsTrainningChange"
"","2368","Успешный переход на страницу дашборда","finalsurge","2026-07-22","passed","2026-07-22","tests.DashboardTest","thread2","tests.DashboardTest","openDashboardPage"
"","2375","Календарь показывает месяц и год","finalsurge","2026-07-22","passed","2026-07-22","tests.CalendarTest","thread1","tests.CalendarTest","checkCalendarActualMonthExistence"
"","4651","При выборе даты данные на графиках и в таблице фильтруются по неделе","finalsurge","2026-07-22","failed","2026-07-22","tests.WorkoutReportTest","thread2","tests.WorkoutReportTest","checkReportForWeek"
"","4714","Отображаются: имя, email, фото профиля","finalsurge","2026-07-22","failed","2026-07-22","tests.UserProfileTest","thread1","tests.UserProfileTest","checkUserPrifilePage"
"","4398","График показывает длительность тренировок по месяцам / неделям","finalsurge","2026-07-22","failed","2026-07-22","tests.WorkoutReportTest","thread2","tests.WorkoutReportTest","checkReportForActivityButton"
"","9196","Календарь выбора даты открывается, дата устанавливается корректно","finalsurge","2026-07-22","failed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCalendarActualMonthExistence"
"","2808","Чекбокс Remember me: отображается, не прожат. После клика прожат","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","loginWithRememberMeCheckbox"
"","1595","Авторизация с пустым полем login. Ошибка входа: пустое поле Email","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkLoginWithEmptyLogin"
"","1603","Авторизация с невалидным полем login. Ошибка входа: email без @","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkLoginWithUnvalidLogin"
"","3554","Доступны типы: Run, Bike, Swim, Custom. Выбранный тип отображается в форме","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkActivityTypeExistence"
"","2032","Ссылка sign in. Проверка перехода на страницу регистрации","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkRegistration"
"","4353","Таблица с агрегированными данными: кол-во тренировок, общая дистанция, длительность","finalsurge","2026-07-22","failed","2026-07-22","tests.WorkoutReportTest","thread2","tests.WorkoutReportTest","checkReportForListView"
"","3782","Создаётся копия тренировки с теми же параметрами","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCopyWorkout"
"","5917","Открывается редактируемое окно     Workout Comment","finalsurge","2026-07-22","failed","2026-07-22","tests.WorkoutReportTest","thread2","tests.WorkoutReportTest","checkReportComment"
"","3625","Разные типы активности (Run, Bike, Swim, Custom) отображаются разными цветами","finalsurge","2026-07-22","passed","2026-07-22","tests.CalendarTest","thread1","tests.CalendarTest","checkActivityColors"
"","4935","Поле   принимает  текст, сохраняется ","finalsurge","2026-07-22","passed","2026-07-22","tests.WorkoutsTest","thread1","tests.WorkoutsTest","checkCreateWorkout"
"","3824","Успешная регистрация в системе","finalsurge","2026-07-22","passed","2026-07-22","tests.RegisterTest","thread1","tests.RegisterTest","checkSuccessfullRegistration"
"","1470","Авторизация с password, которого нет в системе. Сообщение об ошибке: `""Invalid login credentials. Please try again.""`","finalsurge","2026-07-22","passed","2026-07-22","tests.LoginTest","thread1","tests.LoginTest","checkUnregisteredPassword"
